fname,chisqr,gain,pv_r,sigma,pe_res
/mnt/e/PMT_TEST/2023-10-11_LED/NNVT_PN2305-1100_950v.xml,0.038322494618366336,5913586.719511709,1.7510344827586204,0.9472275899425624,3.046342433516166
