fname,chisqr,gain,pv_r,sigma,pe_res
./pmt_measurements/2023-08-15_wterm/ham_km6206_1300v.xml,0.00018106327725973036,10944955.364014246,3.988372093023256,8.766909245022502,61.975816768671635
./pmt_measurements/2023-08-15_wterm/ham_km6206_1250v.xml,0.0002147110279431599,9112646.007559039,3.468916518650089,6.703650968981867,47.79449011545087
./pmt_measurements/2023-08-15_wterm/ham_km6206_1200v.xml,0.000509661158383181,6677013.32238809,2.721413721413721,5.283709409939041,37.021611015119895
./pmt_measurements/2023-08-15_wterm/ham_km6206_1150v.xml,0.0008618537662410435,4735011.244505926,1.8417582417582419,3.792743956415169,27.167011950197736
./pmt_measurements/2023-08-15_wterm/ham_km6206_1100v.xml,0.1542197180619982,5492118.157098062,1.0751953125,1.466395547945187,10.721848687040493
./pmt_measurements/2023-08-15_wterm/ham_km6206_1050v.xml,0.0036732893477274143,2484709.4599072263,7.142587346553353,1.31289297937613,16.79861460495516
./pmt_measurements/2023-08-15_wterm/ham_km6206_1000v.xml,0.20971918514021648,9768611.15386591,1.2064965197215776,1.9561643835616478,8.076793839292796
./pmt_measurements/2023-08-15_wterm/ham_km6206_900v.xml,2.0059532561316957,26455178.832537867,6.377272727272727,0.6421393395524622,-2.0720365358115576
./pmt_measurements/2023-08-15_wterm/ham_km6206_950v.xml,0.049174402198322836,4400054.298565121,2.8535942792623263,0.8811108732876651,1.6068865299223323
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1300v.xml,0.003327358520747659,26828728.643989496,3.8,21.48981164383558,120.08071482900398
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1250v.xml,0.003564233893750287,20628344.225112453,3.6520811099252937,16.52330372412888,91.82508220580205
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1200v.xml,0.0007324608308486206,14848599.994869443,3.561719833564494,8.925615860151176,78.28366773764836
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1150v.xml,9.5591711898819e-05,11566603.122381264,3.40763358778626,9.087199147757255,55.653732892588664
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1100v.xml,5.107636504070691e-05,7911844.729618813,2.6978193146417446,6.33738762842281,39.75889527401643
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1050v.xml,0.0001443076162744604,5473466.386195331,1.8549019607843136,4.384246575162127,29.805147005464942
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_1000v.xml,0.0036493285814121813,3443563.1616302026,1.1834094368340944,2.7582940924657766,25.199078232300266
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_950v.xml,0.010209420687933504,7192889.705294701,,1.2691014542869299,-62.03478684084277
./pmt_measurements/2023-08-15_wterm/nnvt_pn2209-4010_900v.xml,0.22961771066656603,4423215.3622183595,1.039331366764995,1.1809985017122966,2.998476644668087
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1000v.xml,0.006976086846731711,4435901.505823206,1.5688816855753647,3.5531571061643854,19.146903864592655
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1300v.xml,0.004975341483627221,27449862.008961402,4.346236559139785,21.987339469178078,115.00639235572604
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1250v.xml,0.002823335911755753,21699792.265233506,4.214774281805745,17.38153360445199,90.01298384812635
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1200v.xml,0.00012853225509645142,15258437.922203347,4.147435897435898,9.110331732874426,78.60682850619332
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1150v.xml,0.00012279658164659807,12010230.683392413,4.316205533596838,7.441426246476041,57.911384838878014
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1100v.xml,8.340572017691313e-05,8006900.620799337,3.4514851485148514,5.9841124231929115,41.63638900729545
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_1050v.xml,0.003108143391059483,6225469.447437355,2.4920212765957444,4.986601027397318,26.318964163315584
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_900v.xml,0.00522128290417663,1703621.6881919194,4.4641083521444695,0.8951712328766922,13.688170263645015
./pmt_measurements/2023-09-05_wterm/nnvt_pn2209-4017_950v.xml,0.0019880993595611644,2848711.8854593444,5.9609375,1.3270039597595997,17.193414659230125
