fname,gain,pv_r,sigma,pe_res
2023-08-08/ham_km6206_1050v.pkl,4245962.945138269,4.997070884592853,2.2408332122092482,24.01886810126173
2023-08-08/ham_km6206_1100v.pkl,6788820.478762057,1.5707269155206285,5.437845084915385,31.903527829549553
2023-08-08/ham_km6206_1150v.pkl,8644462.182083426,2.5260115606936413,6.924214031521521,44.68181404579929
2023-08-08/ham_km6206_1200v.pkl,12518508.840693235,3.515669515669516,9.791774321943898,59.27234164166436
2023-08-08/ham_km6206_1250v.pkl,16296280.040574363,4.429611650485437,12.644027864236321,77.62291944182907
