fname,chisqr,gain,pv_r,sigma,pe_res
../../data/2024-02-22_LED/HAM_KM56206_1150v.xml,9.071852073217103e-05,"(7810721.726329606, 103428.36838483647)","(2.695799783217943, 0.2694356230252579)","(5.543938603940364, 0.18359154654833734)","(17.48534601452868, 0.8893928218617113)"
