fname,chisqr,charge[pC],charge_err[pC],sigma[pC],sigma_err[pC],gain,gain_err
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1300V.xml,4.047711593215588e-06,24.47451207118891,0.020991776617262783,5.838434177103141,0.020994653500735923,8693931.669154331,62968.77286742956
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1250V.xml,6.524967775031981e-06,19.027688322061536,0.012511558095478452,4.45207404996473,0.012512285208942698,6502437.9665528415,36798.65641789247
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1200V.xml,9.854492595552579e-06,14.352459654353408,0.009646792669396224,3.3813188153285303,0.009646962482439831,4972598.513594481,28569.99368584447
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1150V.xml,2.1739803778019067e-05,10.335465520832722,0.009288536346710218,2.4833383330470378,0.009288807479233793,3724596.497510245,28063.68936886923
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1100V.xml,2.4944924005487782e-05,7.583527196173441,0.004904465437689049,1.8423083422324473,0.004904604355155798,2793771.4632936544,14984.519818460682
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1050V.xml,0.00023761844109036837,5.603041968415775,0.007931678853923334,1.392266744717092,0.00793188041842483,2159526.3742188094,24795.241633883546
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_1000V.xml,0.00022882239135214175,4.1025769033119115,0.00435092119043436,1.0747271949429391,0.004350956252169578,1757426.757396394,14351.1760054457
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_0950V.xml,0.0009259566919074204,2.9797422585734963,0.004855091323350955,0.8582855475869369,0.004855142065045872,1543200.6137930907,17639.26077843106
/media/robertkralik/LaCie/GainMeasurements/NNVT_PN23051100_Fridge_0900V.xml,0.00011129161717980087,2.052270840793436,0.0011982829171590563,0.7352828442067458,0.0011982847932349172,1644415.9466925457,5445.104346476033
