fname,chisqr,charge[pC],sigma[pC],N_PE,sigma[NPE]
/media/robertkralik/LaCie/PMTMeasurements/NNVT_PN23051100_1300V_Az030Pol60_LaserInt900.xml,8.101965798504465e-06,"(19.92856463832351, 0.019031879133337246)","(5.470096712597585, 0.01903480086041064)","(30.639909224189456, 0.029261266909800625)","(8.41020262940657, 0.029265759027217578)"
