fname,chisqr,gain,pv_r,sigma,pe_res
/mnt/e/PMT_TEST/2023-10-11_LED/NNVT_PN2305-1100_1050v.xml,0.01305523964251912,10200861.936278317,3.944405348346235,1.3617429332021274,4.051062327093391
